gene  status        value_1        value_2        p_value        q_value	significant
-  NOTEST        0        4.62094        1        1	no
-  NOTEST        0        3.20463        1        1	no
-  NOTEST        0.49188        3.32186        1        1	no
-  NOTEST        0        4.40565        1        1	no
-  NOTEST        0        5.07852        1        1	no
-  OK        0.31379        4.0873        0.2249        0.260978	no
-  NOTEST        0        3.09854        1        1	no
-  NOTEST        0        4.11455        1        1	no
-  NOTEST        0.20044        2.51392        1        1	no
-  NOTEST        0        3.71013        1        1	no
-  NOTEST        0        5.1075        1        1	no
-  NOTEST        0        3.90172        1        1	no
-  OK        0.627565        4.54168        0.22625        0.260978	no
-  NOTEST        1.11312        3.22171        1        1	no
-  NOTEST        0.478936        3.69651        1        1	no
-  NOTEST        0.302825        2.77586        1        1	no
-  NOTEST        3.98894        3.60849        1        1	no
-  NOTEST        3.62535        4.19716        1        1	no
-  OK        3.79454        6.71309        0.4019        0.426098	no
-  NOTEST        2.46772        4.16637        1        1	no
-  OK        0.971518        4.06161        0.03635        0.060115	no
-  NOTEST        1.85634        4.9262        1        1	no
-  OK        5.30854        6.40191        0.7939        0.805887	no
-  NOTEST        1.97105        4.12095        1        1	no
-  NOTEST        0.623267        3.90926        1        1	no
-  OK        2.21942        4.99621        0.20735        0.260978	no
-  OK        1.63952        5.53616        0.1766        0.233264	no
-  OK        0.942514        6.36518        0.22825        0.260978	no
-  NOTEST        0.739826        3.03394        1        1	no
-  NOTEST        0        4.04539        1        1	no
-  OK        2.14618        3.93461        0.30085        0.325501	no
-  OK        7.57063        6.71962        0.6325        0.652516	no
-  OK        4.26546        8.57417        0.1338        0.183627	no
-  OK        4.14674        4.44518        0.8858        0.893288	no
-  OK        4.38198        4.08634        0.8167        0.828108	no
-  NOTEST        1.79839        3.29528        1        1	no
-  OK        2.24343        3.92331        0.2025        0.260978	no
-  NOTEST        3.85852        3.72259        1        1	no
-  OK        5.88642        6.24555        0.9086        0.914815	no
-  OK        6.08493        6.93795        0.7478        0.763048	no
-  OK        4.89476        4.07784        0.6673        0.68634	no
-  NOTEST        4.73696        5.02823        1        1	no
-  OK        5.52037        3.911        0.13575        0.186023	no
-  OK        2.08389        5.02703        0.14175        0.192853	no
-  OK        4.21799        24.4164        0.2299        0.260978	no
-  OK        5.06876        13.4511        0.28        0.303676	no
-  NOTEST        2.62497        3.09528        1        1	no
-  OK        2.08885        8.06107        0.14755        0.198642	no
-  OK        2.40624        4.00981        0.17005        0.226635	no
-  OK        0.999987        4.6634        0.03105        0.0520488	no
-  OK        0.879041        6.3595        0.22625        0.260978	no
-  OK        2.27495        7.24232        0.0622        0.0978029	no
-  OK        2.38214        4.13681        0.31925        0.344611	no
-  OK        1.60587        3.61503        0.0824        0.126785	no
-  NOTEST        2.11281        5.09595        1        1	no
-  NOTEST        2.21949        3.059        1        1	no
-  NOTEST        0.758321        3.47559        1        1	no
-  OK        0.921499        6.00044        0.11545        0.165382	no
-  OK        1.94129        3.98049        0.276        0.30072	no
-  OK        2.27496        4.20719        0.2023        0.260978	no
-  OK        1.17038        5.36277        0.12665        0.175614	no
-  NOTEST        2.04492        3.45294        1        1	no
-  OK        2.39474        3.6013        0.11235        0.164967	no
-  OK        2.73266        5.27278        0.2621        0.28749	no
-  OK        3.07896        3.90551        0.27035        0.296158	no
-  OK        2.65427        6.40191        0.32125        0.345289	no
-  OK        1.68518        4.47098        0.03645        0.0601618	no
-  NOTEST        0.752034        4.71692        1        1	no
-  NOTEST        0.661815        2.554        1        1	no
-  OK        1.47964        4.28254        0.09105        0.138681	no
-  OK        1.14115        6.05387        0.2431        0.271716	no
-  NOTEST        2.64528        3.06251        1        1	no
-  OK        1.83913        13.3097        0.22625        0.260978	no
-  NOTEST        0        4.6205        1        1	no
-  NOTEST        0        4.3059        1        1	no
-  NOTEST        0        4.18051        1        1	no
-  NOTEST        0.553176        3.46831        1        1	no
-  NOTEST        0        3.58337        1        1	no
-  OK        11.0494        2.90731        0.03045        0.0513263	no
-  OK        8.12477        2.93946        0.09095        0.138681	no
-  OK        8.11229        1.36282        0.05165        0.0828133	no
-  OK        8.3554        0.808108        0.22465        0.260978	no
-  NOTEST        1.97047        0.690863        1        1	no
-  NOTEST        3.18735        0.615014        1        1	no
-  NOTEST        3.38277        4.24188        1        1	no
-  OK        7.29809        3.08043        0.0842        0.129175	no
-  NOTEST        2.51434        1.58631        1        1	no
-  NOTEST        1.38576        3.11952        1        1	no
-  NOTEST        0.753098        2.66408        1        1	no
-  OK        1.85083        4.01803        0.09215        0.14013	no
-  NOTEST        1.06639        3.08647        1        1	no
-  NOTEST        4.10777        5.44798        1        1	no
-  NOTEST        1.99447        2.16414        1        1	no
-  NOTEST        0.363268        1.92715        1        1	no
-  NOTEST        0.559999        1.8009        1        1	no
-  OK        1.49284        10.0817        0.22825        0.260978	no
-  OK        3.34018        14.4973        0.23975        0.271106	no
-  NOTEST        0.636342        2.7619        1        1	no
-  OK        2.45942        4.91631        0.1457        0.197733	no
-  NOTEST        4.70914        5.10974        1        1	no
-  OK        1.90757        9.20643        0.25385        0.27913	no
-  OK        2.6962        4.55212        0.4639        0.487362	no
-  NOTEST        1.93099        3.95938        1        1	no
-  NOTEST        0.558266        4.03883        1        1	no
-  OK        1.45766        3.31462        0.07485        0.115809	no
-  NOTEST        1.83216        3.23989        1        1	no
-  NOTEST        1.55549        4.5002        1        1	no
-  NOTEST        1.15922        1.67711        1        1	no
-  NOTEST        2.24133        3.02732        1        1	no
-  NOTEST        1.11655        1.61537        1        1	no
-  NOTEST        3.7142        0.672436        1        1	no
-  NOTEST        0.565201        2.45448        1        1	no
-  NOTEST        0.402434        1.4562        1        1	no
-  NOTEST        0.490554        2.36636        1        1	no
-  NOTEST        0.710927        1.71471        1        1	no
-  NOTEST        0.695975        2.3501        1        1	no
-  NOTEST        1.27341        4.2984        1        1	no
-  NOTEST        0        4.07676        1        1	no
-  NOTEST        0.57231        2.76211        1        1	no
-  NOTEST        0.446069        1.93606        1        1	no
-  NOTEST        0.0715976        1.45058        1        1	no
-  NOTEST        0.782782        2.26468        1        1	no
-  NOTEST        0.61115        2.12292        1        1	no
-  OK        1.49179        3.88629        0.0985        0.148985	no
-  NOTEST        2.58578        3.07087        1        1	no
-  OK        6.68036        16.1126        0.32125        0.345289	no
-  NOTEST        0        3.1354        1        1	no
-  NOTEST        0        5.0669        1        1	no
-  NOTEST        0        1.24033        1        1	no
-  NOTEST        0        2.2308        1        1	no
-  NOTEST        0        3.19247        1        1	no
-  NOTEST        0        3.49813        1        1	no
-  NOTEST        0        1.99568        1        1	no
-  NOTEST        1.84453        3.56058        1        1	no
-  OK        3.09774        5.97722        0.3644        0.388413	no
-  NOTEST        1.0566        2.03875        1        1	no
-  NOTEST        0        2.48312        1        1	no
-  NOTEST        0.141745        1.70854        1        1	no
-  NOTEST        0.914244        4.85011        1        1	no
-  NOTEST        0        1.47862        1        1	no
-  NOTEST        0        4.17973        1        1	no
-  NOTEST        0.706786        1.36377        1        1	no
-  OK        1.49996        5.06553        0.0597        0.0941773	no
-  NOTEST        0        3.80043        1        1	no
-  NOTEST        0        3.38387        1        1	no
-  NOTEST        1.05038        5.57485        1        1	no
-  NOTEST        0.850357        4.102        1        1	no
-  NOTEST        0        4.66665        1        1	no
-  NOTEST        0        2.87843        1        1	no
-  NOTEST        0.233332        2.92646        1        1	no
-  NOTEST        0.654653        3.15795        1        1	no
-  OK        3.88686        10.31        0.27995        0.303676	no
-  NOTEST        0.697291        4.37356        1        1	no
-  NOTEST        0.767927        2.22262        1        1	no
-  OK        2.09888        10.1247        0.25385        0.27913	no
-  NOTEST        0.808839        4.68207        1        1	no
-  NOTEST        0        1.65993        1        1	no
-  NOTEST        0.255616        2.4655        1        1	no
-  NOTEST        0        4.40108        1        1	no
-  NOTEST        0.471492        2.9573        1        1	no
-  NOTEST        0.21212        2.45526        1        1	no
-  NOTEST        0        3.1663        1        1	no
-  OK        0.349663        4.21765        0.11235        0.164967	no
-  NOTEST        0.204494        2.16921        1        1	no
-  NOTEST        0.23175        2.75774        1        1	no
-  NOTEST        0.606264        2.57359        1        1	no
-  NOTEST        0        4.64214        1        1	no
-  OK        0.466656        4.72672        0.2249        0.260978	no
-  NOTEST        0.155423        2.39953        1        1	no
-  NOTEST        0.359328        2.51357        1        1	no
-  NOTEST        0        3.01655        1        1	no
-  NOTEST        0        3.34003        1        1	no
-  NOTEST        0        1.86751        1        1	no
-  NOTEST        0        2.49352        1        1	no
-  NOTEST        0        1.44621        1        1	no
-  NOTEST        0        1.38106        1        1	no
-  NOTEST        0.660609        3.50456        1        1	no
-  NOTEST        0        1.49158        1        1	no
-  NOTEST        0        3.13582        1        1	no
-  NOTEST        0        2.68526        1        1	no
-  NOTEST        0        5.27119        1        1	no
-  NOTEST        0        4.85447        1        1	no
-  NOTEST        0        3.65861        1        1	no
-  NOTEST        0.710909        3.42933        1        1	no
-  NOTEST        0        2.78242        1        1	no
-  OK        0.0734467        8.7157        0.2249        0.260978	no
-  OK        0.0991289        7.74682        0.2249        0.260978	no
-  OK        0.207762        6.41417        0.2249        0.260978	no
-  NOTEST        1.16989        5.64337        1        1	no
-  NOTEST        0        4.47735        1        1	no
-  NOTEST        0.0708727        2.11999        1        1	no
-  NOTEST        0        2.15246        1        1	no
-  NOTEST        0        3.51043        1        1	no
-  NOTEST        0        4.97446        1        1	no
-  NOTEST        0.170093        2.78972        1        1	no
-  NOTEST        0        2.60945        1        1	no
-  OK        0.774434        5.97722        0.2262        0.260978	no
-  NOTEST        0        5.54073        1        1	no
-  OK        0.590891        5.70075        0.22505        0.260978	no
-  NOTEST        0        3.81775        1        1	no
-  OK        0.598665        6.06382        0.2249        0.260978	no
-  NOTEST        0        4.99224        1        1	no
-  NOTEST        0.690701        2.83207        1        1	no
-  NOTEST        1.18436        3.237        1        1	no
-  OK        3.78012        9.11738        0.32125        0.345289	no
-  NOTEST        1.19341        4.02977        1        1	no
-  OK        9.07307        0.514908        0.2173        0.260978	no
-  NOTEST        0.613821        3.25709        1        1	no
-  OK        0.97773        9.90568        0.2249        0.260978	no
-  OK        0.636342        5.52532        0.22535        0.260978	no
-  OK        0.926188        6.25492        0.11545        0.165382	no
-  NOTEST        0        2.5414        1        1	no
-  OK        2.56278        13.6018        0.2431        0.271716	no
-  NOTEST        0.730913        3.17324        1        1	no
-  NOTEST        0.962941        3.9489        1        1	no
-  NOTEST        0.408981        3.15659        1        1	no
-  NOTEST        0        3.44277        1        1	no
-  OK        6.58946        8.26294        0.7004        0.717438	no
-  OK        5.57131        5.15163        0.83975        0.849134	no
-  OK        2.33323        6.377        0.11375        0.165127	no
-  OK        2.031        3.1569        0.0955        0.144816	no
-  OK        8.75178        6.33261        0.51395        0.536848	no
-  OK        3.14515        5.56323        0.04965        0.079878	no
-  OK        7.72526        8.69427        0.76655        0.780583	no
-  OK        5.87079        5.09757        0.71385        0.730225	no
-  OK        1.49792        4.15525        0.1462        0.198238	no
-  OK        3.41459        5.43518        0.16865        0.224831	no
-  OK        2.67645        4.10828        0.23795        0.269191	no
-  OK        2.55884        5.70849        0.07235        0.112471	no
-  OK        1.10972        7.49442        0.11545        0.165382	no
-  OK        0.986426        6.4244        0.11545        0.165382	no
-  OK        3.45801        7.50435        0.3074        0.332329	no
-  OK        3.07896        4.29072        0.076        0.117492	no
-  OK        3.86313        5.3835        0.427        0.451017	no
-  OK        9.03229        13.0733        0.4917        0.514492	no
-  OK        3.9245        3.78566        0.9339        0.936132	no
-  OK        5.6361        3.51147        0.1035        0.155945	no
-  OK        9.97169        6.01176        0.2444        0.272982	no
-  NOTEST        0        3.472        1        1	no
-  NOTEST        0        3.49364        1        1	no
-  NOTEST        0        3.28436        1        1	no
-  NOTEST        0.708143        3.75673        1        1	no
-  NOTEST        0        3.71827        1        1	no
-  NOTEST        0        2.79049        1        1	no
-  NOTEST        0.239158        3.1146        1        1	no
-  NOTEST        0        3.49422        1        1	no
-  NOTEST        0        4.23087        1        1	no
-  OK        0.543269        4.71717        0.22535        0.260978	no
-  NOTEST        0.400874        2.90112        1        1	no
-  OK        4.07645        12.7842        0.19145        0.251028	no
-  OK        0.968062        6.30364        0.11545        0.165382	no
-  NOTEST        0.558266        4.04016        1        1	no
-  OK        2.91799        7.03798        0.32125        0.345289	no
-  NOTEST        0.681622        4.27528        1        1	no
-  OK        0.950386        4.58453        0.0541        0.0863095	no
-  OK        1.31789        8.90025        0.22825        0.260978	no
-  NOTEST        1.26095        3.64958        1        1	no
-  OK        0.744365        4.84701        0.11545        0.165382	no
-  OK        0.27786        4.42285        0.2249        0.260978	no
-  NOTEST        0.470274        2.72224        1        1	no
-  NOTEST        0        5.01595        1        1	no
-  OK        1.92536        9.28767        0.25385        0.27913	no
-  NOTEST        0        2.9264        1        1	no
-  NOTEST        0.587079        4.24868        1        1	no
-  NOTEST        0        3.15215        1        1	no
-  NOTEST        2.48161        4.39033        1        1	no
-  OK        4.54858        9.50625        0.2432        0.271716	no
-  OK        0.771174        4.2785        0.11965        0.169606	no
-  OK        0.896542        3.89196        0.0352        0.0583794	no
-  OK        6.25962        12.835        0.276        0.30072	no
-  NOTEST        0        3.89482        1        1	no
-  NOTEST        0        3.52194        1        1	no
-  NOTEST        0        1.92951        1        1	no
-  OK        2.48628        5.99732        0.12635        0.175614	no
-  NOTEST        0        2.75855        1        1	no
-  NOTEST        0        3.43159        1        1	no
-  NOTEST        0        4.47646        1        1	no
-  NOTEST        0        3.04288        1        1	no
-  NOTEST        0        2.25512        1        1	no
-  NOTEST        0        3.29219        1        1	no
-  NOTEST        0        5.00975        1        1	no
-  NOTEST        0        5.86404        1        1	no
-  NOTEST        0        3.27578        1        1	no
-  NOTEST        0        3.20707        1        1	no
-  NOTEST        0.236056        2.96062        1        1	no
-  NOTEST        0        2.73042        1        1	no
-  NOTEST        0        2.23202        1        1	no
-  OK        0.263004        3.67952        0.2249        0.260978	no
-  NOTEST        0        5.24517        1        1	no
-  OK        0.0773814        4.66605        0.2249        0.260978	no
-  OK        0.789574        5.33231        0.11545        0.165382	no
-  OK        0.135015        4.16828        0.2249        0.260978	no
-  OK        0.302326        4.22929        0.11235        0.164967	no
-  OK        0.154566        5.03272        0.11235        0.164967	no
-  OK        0.0887809        5.82421        0.2249        0.260978	no
-  OK        0.224413        5.41269        0.2249        0.260978	no
-  OK        2.57235        12.0992        0.0541        0.0863095	no
-  OK        0.768741        5.19162        0.03435        0.0571725	no
-  NOTEST        0        3.96049        1        1	no
-  OK        1.03701        8.25457        0.11405        0.165127	no
-  OK        0.11017        4.57068        0.2249        0.260978	no
-  OK        1.97819        4.77204        0.14175        0.192853	no
-  OK        2.72252        4.53073        0.0405        0.0662751	no
-  OK        29.162        1.27567        0.247        0.274892	no
-  NOTEST        0        3.84225        1        1	no
-  OK        1.87282        9.03421        0.25385        0.27913	no
-  OK        0.158261        3.2064        0.2249        0.260978	no
-  OK        0.363995        6.67226        0.2249        0.260978	no
-  OK        2653.66        1280.33        0.12785        0.177027	no
-  OK        9.72505        1.17281        0.2176        0.260978	no
-  OK        0.242989        3.39893        0.2249        0.260978	no
-  OK        1.09198        3.86289        0.05075        0.0814593	no
-  OK        3.11561        8.01559        0.1361        0.186023	no
-  OK        1.90975        3.96109        0.0369        0.0608684	no
-  NOTEST        2.83636        2.81264        1        1	no
-  OK        19.6179        3.78536        0.1222        0.171701	no
-  NOTEST        0        3.20321        1        1	no
-  OK        0.300823        4.35339        0.2249        0.260978	no
-  NOTEST        0        3.19511        1        1	no
-  OK        0.19178        4.07053        0.2249        0.260978	no
-  OK        0.147727        3.84812        0.2249        0.260978	no
-  NOTEST        0        3.88742        1        1	no
-  OK        0.477679        5.76007        0.2249        0.260978	no
-  OK        1.16293        4.48784        0.08295        0.12739	no
-  OK        0.838694        4.85489        0.11945        0.169606	no
-  OK        6.33647        2.717        0.06735        0.105209	no
-  OK        4.34123        2.7389        0.27045        0.296237	no
-  OK        8.2191        1.98169        0.07355        0.113924	no
-  OK        8.07225        1.77085        0.17395        0.231086	no
-  OK        7.98203        2.31025        0.0402        0.0658127	no
-  OK        3.48806        9.25635        0.28        0.303676	no
-  NOTEST        0.88759        4.71083        1        1	no
-  OK        14.0075        3.68565        0.03045        0.0513263	no
-  OK        1.05814        3.31801        0.03015        0.0509164	no
-  NOTEST        1.22969        4.15229        1        1	no
-  OK        4.69471        13.588        0.09105        0.138681	no
-  OK        0.434359        7.12397        0.2249        0.260978	no
-  NOTEST        0.965511        3.02737        1        1	no
-  OK        2.36954        6.28526        0.27995        0.303676	no
-  NOTEST        1.56889        4.54087        1        1	no
-  OK        0.926985        3.72674        0.03645        0.0601618	no
-  OK        0.986426        4.28254        0.13        0.179295	no
-  OK        1.98044        10.5111        0.2431        0.271716	no
-  OK        0.32911        3.96934        0.2249        0.260978	no
-  NOTEST        0.879041        4.24037        1        1	no
-  OK        0.621153        4.04545        0.11545        0.165382	no
-  OK        5.5531        16.0724        0.2073        0.260978	no
-  OK        0.997236        4.5694        0.12665        0.175614	no
-  OK        1.78385        6.45485        0.14755        0.198642	no
-  OK        1.19235        6.32545        0.2431        0.271716	no
-  NOTEST        2.08389        4.35687        1        1	no
-  OK        1.67631        3.81238        0.07485        0.115809	no
-  OK        4.54858        8.04347        0.40185        0.426098	no
-  OK        3.89591        5.63733        0.41235        0.436319	no
-  OK        1.54231        5.2079        0.1766        0.233264	no
-  OK        4.42692        3.55973        0.6251        0.645499	no
-  OK        7.3705        1.91514        0.0912        0.13885	no
-  NOTEST        0        2.50875        1        1	no
-  OK        0.727989        4.21319        0.11945        0.169606	no
-  NOTEST        2.16234        4.69257        1        1	no
-  OK        3.36807        3.48952        0.86555        0.873651	no
-  OK        6.88403        4.56604        0.25535        0.280662	no
-  OK        8.61173        5.81654        0.26985        0.295616	no
-  NOTEST        2.97983        0.552583        1        1	no
-  NOTEST        3.09217        2.98324        1        1	no
-  OK        1.62208        3.91274        0.12635        0.175614	no
-  OK        0.600165        3.18462        0.04375        0.0711725	no
-  NOTEST        0.451055        2.8831        1        1	no
-  NOTEST        0        2.54064        1        1	no
-  OK        0.153328        3.4023        0.2249        0.260978	no
-  OK        0.270831        3.91935        0.2249        0.260978	no
-  NOTEST        0        3.06108        1        1	no
-  NOTEST        0        3.93622        1        1	no
-  NOTEST        0        2.77636        1        1	no
-  NOTEST        0        4.25933        1        1	no
-  NOTEST        0        3.833        1        1	no
-  NOTEST        0        3.12624        1        1	no
-  NOTEST        0        3.18643        1        1	no
-  OK        0.392235        4.35133        0.2249        0.260978	no
-  NOTEST        0        3.03394        1        1	no
-  NOTEST        0        3.74265        1        1	no
-  NOTEST        0.376811        2.90829        1        1	no
-  OK        1.82267        11.4278        0.22985        0.260978	no
-  OK        1.0139        4.64698        0.12665        0.175614	no
-  OK        0.501365        4.11087        0.2258        0.260978	no
-  NOTEST        1.69282        4.89955        1        1	no
-  OK        5.46756        4.89723        0.8516        0.860425	no
-  OK        2.23998        4.18674        0.1476        0.198663	no
-  OK        2.72994        4.38962        0.33895        0.363058	no
-  NOTEST        3.93921        4.56052        1        1	no
-  OK        4.15553        8.0216        0.2739        0.298851	no
-  OK        5.31817        5.51088        0.86655        0.87456	no
-  NOTEST        1.97105        3.48708        1        1	no
-  NOTEST        0        2.98913        1        1	no
-  NOTEST        0        2.2186        1        1	no
-  NOTEST        0        3.36432        1        1	no
-  OK        0.467856        4.06237        0.22535        0.260978	no
-  NOTEST        0        3.55117        1        1	no
-  NOTEST        1.55553        3.56377        1        1	no
-  NOTEST        0.426221        3.08354        1        1	no
-  NOTEST        0        3.23613        1        1	no
-  NOTEST        0.879041        5.08844        1        1	no
-  OK        0.446069        4.51926        0.2249        0.260978	no
-  NOTEST        0        4.60034        1        1	no
-  NOTEST        3.07598        2.47301        1        1	no
-  OK        4.53109        2.06461        0.076        0.117492	no
-  OK        7.19339        2.42813        0.13365        0.18351	no
-  NOTEST        0        8.19361        1        1	no
-  NOTEST        0        2.52036        1        1	no
-  NOTEST        0        3.49173        1        1	no
-  NOTEST        0.519986        1.505        1        1	no
-  OK        7.28854        0.103665        0.22015        0.260978	no
-  OK        6.42919        0.716289        0.1258        0.175614	no
-  OK        8.11122        0.978184        0.1152        0.165382	no
-  OK        10.6865        2.06201        0.1222        0.171701	no
-  OK        8.49306        0.291911        0.247        0.274892	no
-  OK        15.4505        0.828124        0.2173        0.260978	no
-  OK        7.1372        0.24592        0.2173        0.260978	no
-  OK        11.4209        0.533597        0.1257        0.175614	no
-  OK        7.37814        2.37274        0.1172        0.167322	no
-  OK        8.47999        0.315445        0.22015        0.260978	no
-  OK        26.396        4.63021        0.1216        0.171158	no
-  OK        12.7268        1.22785        0.11475        0.165382	no
-  OK        11.0261        1.77294        0.1178        0.167884	no
-  OK        5.05538        3.96204        0.653        0.672693	no
-  OK        7.64693        2.39816        0.0398        0.0653522	no
-  OK        7.11378        1.14386        0.1178        0.167884	no
-  OK        2.20685        10.6455        0.25385        0.27913	no
-  OK        15.0443        4.35791        0.0402        0.0658127	no
-  NOTEST        3.92223        4.54087        1        1	no
-  OK        6.22805        2.837        0.0762        0.117753	no
-  OK        10.8884        1.87679        0.15145        0.203581	no
-  OK        19.994        1.92896        0.2173        0.260978	no
-  OK        7.48828        2.98363        0.0323        0.0539849	no
-  OK        5.83506        2.94879        0.07535        0.116538	no
-  OK        5.3868        3.71217        0.3482        0.372746	no
-  OK        5.41417        3.11422        0.0583        0.0923576	no
-  OK        8.66648        3.74107        0.06115        0.0962378	no
-  OK        8.08011        8.7699        0.85335        0.862012	no
-  NOTEST        3.12704        4.22513        1        1	no
-  OK        11.0348        8.87169        0.7119        0.728343	no
-  NOTEST        4.08973        3.28968        1        1	no
-  NOTEST        1.78866        3.23506        1        1	no
-  OK        6.07923        2.56597        0.0842        0.129175	no
-  OK        12.1778        5.34035        0.1533        0.205707	no
-  OK        6.45432        6.8481        0.9086        0.914815	no
-  OK        39.829        7.67564        0.1216        0.171158	no
-  OK        6.11792        5.9024        0.91215        0.917375	no
-  NOTEST        0.988266        5.24517        1        1	no
-  OK        14.0438        22.5818        0.45705        0.480873	no
-  OK        1.55996        5.51835        0.05075        0.0814593	no
-  NOTEST        0        3.02798        1        1	no
-  NOTEST        0        3.53522        1        1	no
-  OK        1.00449        7.75283        0.2262        0.260978	no
-  OK        0.509791        5.16485        0.2249        0.260978	no
-  NOTEST        0.812446        4.31201        1        1	no
-  OK        0.669093        4.84061        0.22625        0.260978	no
-  NOTEST        0.91884        4.87669        1        1	no
-  OK        1.0612        4.86247        0.12665        0.175614	no
-  OK        1.31403        6.65643        0.12045        0.16982	no
-  OK        0.220338        3.61379        0.2249        0.260978	no
-  NOTEST        0        2.20348        1        1	no
-  OK        2.05812        12.904        0.22985        0.260978	no
-  OK        0.30952        5.22542        0.2249        0.260978	no
-  NOTEST        0.518505        3.00143        1        1	no
-  NOTEST        0.755154        2.54903        1        1	no
-  NOTEST        0        0.759166        1        1	no
-  NOTEST        0.415517        1.40258        1        1	no
-  NOTEST        0.414571        0.999419        1        1	no
-  NOTEST        3.05359        4.12443        1        1	no
-  NOTEST        0.268039        2.19839        1        1	no
-  OK        4.45098        7.15696        0.2139        0.260978	no
-  OK        2.23994        6.21362        0.1462        0.198238	no
-  OK        1.4048        3.38847        0.03505        0.0582495	no
-  OK        8.4034        40.5368        0.25385        0.27913	no
-  OK        5.50242        6.3703        0.7937        0.805887	no
-  OK        1.58944        9.20067        0.11945        0.169606	no
-  OK        0.787865        5.70083        0.1141        0.165127	no
-  OK        0.705399        8.84713        0.2249        0.260978	no
-  OK        2.28442        8.44754        0.04765        0.0768241	no
-  OK        0.549833        4.77549        0.22535        0.260978	no
-  OK        0.385587        4.46312        0.2249        0.260978	no
-  OK        0.623267        5.41329        0.22535        0.260978	no
-  NOTEST        0.294495        2.6995        1        1	no
-  NOTEST        0.606647        4.09693        1        1	no
-  NOTEST        0.532149        3.59382        1        1	no
-  NOTEST        0        3.38767        1        1	no
-  NOTEST        0        3.0548        1        1	no
-  NOTEST        0        4.66665        1        1	no
-  NOTEST        0        4.33533        1        1	no
-  NOTEST        1.21535        3.22373        1        1	no
-  OK        1.72101        4.15095        0.2026        0.260978	no
-  OK        5.32432        7.70726        0.52335        0.546278	no
-  NOTEST        2.88699        4.63983        1        1	no
-  NOTEST        1.57573        3.4205        1        1	no
-  OK        1.74995        8.44149        0.03055        0.0514259	no
-  OK        0.609709        5.14737        0.11315        0.164967	no
-  OK        0.623281        5.56187        0.11315        0.164967	no
-  OK        0.341143        5.18352        0.11235        0.164967	no
-  OK        7.43718        14.3504        0.2739        0.298851	no
-  OK        1.43868        6.93998        0.12605        0.175614	no
-  OK        3.06982        7.19263        0.06685        0.104483	no
-  OK        1.13747        7.95544        0.11545        0.165382	no
-  OK        2.03724        8.8438        0.0352        0.0583794	no
-  OK        14.1597        15.0303        0.8945        0.901907	no
-  OK        5.89659        6.50924        0.5488        0.570555	no
-  OK        6.86798        5.70102        0.06955        0.108325	no
-  OK        9.24343        6.30396        0.0317        0.0530878	no
-  OK        10.6249        2.05013        0.1222        0.171701	no
-  OK        16.2175        2.08616        0.1164        0.166409	no
-  OK        8.50442        1.36679        0.1359        0.186023	no
-  OK        10.5887        3.51244        0.0633        0.0993965	no
-  OK        8.37271        0.85029        0.11495        0.165382	no
-  OK        25.3783        1.44025        0.2173        0.260978	no
-  OK        6.47679        0.624086        0.114        0.165127	no
-  OK        13.7119        2.10533        0.0462        0.0748196	no
-  OK        24.4587        1.96642        0.2173        0.260978	no
-  OK        22.4205        1.96642        0.2173        0.260978	no
-  OK        11.7551        1.54778        0.12665        0.175614	no
-  OK        6.57818        0.846192        0.1164        0.166409	no
-  OK        10.9709        2.204        0.17315        0.230342	no
-  OK        9.37549        0.798768        0.1257        0.175614	no
-  OK        8.74827        2.53203        0.0402        0.0658127	no
-  OK        10.0181        1.87867        0.0567        0.0900064	no
-  OK        13.6454        5.26588        0.046        0.0745254	no
-  OK        28.957        2.6849        0.11675        0.166797	no
-  OK        7.78132        3.12748        0.03745        0.0617448	no
-  OK        42.8654        7.949        0.15165        0.203699	no
-  NOTEST        2.91763        5.15939        1        1	no
-  OK        9.14072        2.40709        0.0306        0.051497	no
-  OK        4.92836        3.56564        0.3758        0.400225	no
-  OK        5.68743        4.11493        0.29045        0.314712	no
-  OK        18.7282        2.71251        0.1279        0.177027	no
-  OK        8.8944        5.94074        0.29095        0.315196	no
-  NOTEST        4.48152        4.32579        1        1	no
-  OK        21.4055        20.6514        0.91555        0.920182	no
-  NOTEST        3.44463        4.98355        1        1	no
-  OK        4.08068        3.412        0.6133        0.63407	no
-  NOTEST        3.15137        3.80043        1        1	no
-  OK        5.00911        1.77237        0.0851        0.130411	no
-  OK        3.85576        4.83499        0.7004        0.717438	no
-  OK        2.41325        3.20157        0.4164        0.440331	no
-  OK        2.91799        7.03798        0.32125        0.345289	no
-  OK        4.00859        5.41432        0.6294        0.649406	no
-  OK        1.72101        3.94288        0.23145        0.262445	no
-  OK        3.55252        3.69167        0.93245        0.934856	no
-  OK        7.13707        1.96733        0.0941        0.14289	no
-  OK        8.19415        1.45576        0.0548        0.0871919	no
-  OK        6.80063        1.24972        0.05455        0.0869355	no
-  OK        14.4002        5.21127        0.0525        0.0840614	no
-  OK        13.2635        1.82804        0.11645        0.166409	no
-  OK        9.09693        2.19521        0.1755        0.232829	no
-  OK        3.19281        6.16067        0.3644        0.388413	no
-  OK        0.509087        3.43807        0.11545        0.165382	no
-  NOTEST        0.590891        3.70478        1        1	no
-  NOTEST        0.327924        3.48009        1        1	no
-  NOTEST        0.475193        3.09427        1        1	no
-  NOTEST        0        3.3766        1        1	no
-  NOTEST        0        3.08945        1        1	no
